epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,7014.33,0.53212,0.44233,1.06413,0.78166,0.79781,0.82054,0.63711,0.92559,0.86076,1.60488,0.004258,0.004258,0.004258
89,7093.89,0.52693,0.43447,1.06612,0.82058,0.78972,0.81875,0.63807,0.90775,0.86166,1.58104,0.004192,0.004192,0.004192
90,7173.44,0.52245,0.43057,1.05912,0.8288,0.75163,0.8111,0.63465,0.91295,0.86878,1.58352,0.004126,0.004126,0.004126
91,7253.15,0.52168,0.42414,1.05645,0.78543,0.79287,0.82156,0.64167,0.90818,0.86673,1.57199,0.00406,0.00406,0.00406
92,7332.83,0.514,0.42161,1.05567,0.82825,0.74738,0.80976,0.6314,0.91423,0.87393,1.57545,0.003994,0.003994,0.003994
93,7412.42,0.51001,0.40797,1.05016,0.8583,0.72753,0.81758,0.64254,0.91537,0.87652,1.58899,0.003928,0.003928,0.003928
94,7491.86,0.50735,0.41566,1.05028,0.80393,0.75445,0.82274,0.64502,0.91212,0.87525,1.58987,0.003862,0.003862,0.003862
95,7571.73,0.49995,0.41127,1.0489,0.81393,0.76134,0.83047,0.64643,0.9321,0.87517,1.60714,0.003796,0.003796,0.003796
96,7650.65,0.50756,0.41793,1.05265,0.87155,0.73684,0.8316,0.64593,0.94188,0.84926,1.62768,0.00373,0.00373,0.00373
97,7729.41,0.50603,0.41526,1.05403,0.83219,0.76069,0.82637,0.64093,0.93181,0.86888,1.616,0.003664,0.003664,0.003664
98,7808.36,0.4931,0.39996,1.04094,0.80705,0.76303,0.82439,0.64065,0.92361,0.89111,1.60492,0.003598,0.003598,0.003598
99,7887.09,0.49732,0.3997,1.04776,0.82514,0.77286,0.82378,0.63695,0.92451,0.88255,1.59953,0.003532,0.003532,0.003532
100,7965.74,0.48884,0.39301,1.03743,0.83444,0.72673,0.82112,0.63807,0.92163,0.89841,1.6052,0.003466,0.003466,0.003466
101,8044.25,0.49025,0.38771,1.04129,0.83621,0.73642,0.83064,0.64517,0.92706,0.90148,1.61724,0.0034,0.0034,0.0034
102,8122.54,0.4782,0.38381,1.03249,0.79307,0.76844,0.8326,0.64999,0.92694,0.88153,1.62601,0.003334,0.003334,0.003334
103,8201.35,0.48443,0.38668,1.03755,0.85637,0.72098,0.81621,0.63559,0.93231,0.90064,1.62472,0.003268,0.003268,0.003268
104,8280.35,0.46601,0.36746,1.02683,0.7927,0.763,0.81901,0.64385,0.9269,0.88237,1.61685,0.003202,0.003202,0.003202
105,8359.9,0.47926,0.37805,1.03604,0.82213,0.74128,0.82336,0.6436,0.93313,0.88372,1.62162,0.003136,0.003136,0.003136
106,8439.59,0.47694,0.38247,1.03618,0.84777,0.74091,0.82529,0.64767,0.92199,0.89202,1.60556,0.00307,0.00307,0.00307
107,8519.23,0.46639,0.36996,1.02975,0.81543,0.77778,0.83606,0.65954,0.91574,0.8889,1.6034,0.003004,0.003004,0.003004
108,8598.9,0.46938,0.36658,1.03157,0.8137,0.75766,0.83234,0.65656,0.91049,0.88064,1.59541,0.002938,0.002938,0.002938
109,8678.4,0.46543,0.36384,1.02654,0.80944,0.76901,0.83531,0.6547,0.91133,0.86136,1.59891,0.002872,0.002872,0.002872
110,8757.84,0.45864,0.36526,1.02593,0.81242,0.76818,0.83462,0.65006,0.91125,0.86891,1.59731,0.002806,0.002806,0.002806
111,8837.38,0.45419,0.34782,1.02117,0.86561,0.71784,0.83699,0.65254,0.90934,0.85546,1.601,0.00274,0.00274,0.00274
112,8917.24,0.45561,0.35714,1.02544,0.8701,0.70889,0.83236,0.65146,0.9083,0.85818,1.60563,0.002674,0.002674,0.002674
113,8997.51,0.45379,0.35795,1.02048,0.8687,0.71456,0.83177,0.65035,0.91444,0.88203,1.62413,0.002608,0.002608,0.002608
114,9077,0.45343,0.35403,1.01696,0.88453,0.68961,0.82297,0.64313,0.91065,0.8824,1.62707,0.002542,0.002542,0.002542
115,9156.52,0.44283,0.34155,1.01407,0.80313,0.74138,0.81755,0.64268,0.91225,0.90154,1.62935,0.002476,0.002476,0.002476
116,9235.89,0.44355,0.34574,1.0186,0.7704,0.75718,0.81848,0.64686,0.90803,0.90035,1.62878,0.00241,0.00241,0.00241
117,9315.35,0.44309,0.34233,1.01553,0.85541,0.70721,0.81969,0.64735,0.91845,0.91765,1.64494,0.002344,0.002344,0.002344
118,9394.76,0.44099,0.3346,1.017,0.84695,0.72099,0.81438,0.64137,0.92558,0.90668,1.65168,0.002278,0.002278,0.002278
119,9474.44,0.43314,0.32897,1.00928,0.79959,0.7462,0.81895,0.64445,0.92666,0.90009,1.65162,0.002212,0.002212,0.002212
120,9554.15,0.43312,0.33006,1.0069,0.85914,0.71477,0.82159,0.64431,0.9193,0.89676,1.65217,0.002146,0.002146,0.002146
121,9633.6,0.4297,0.33432,1.00899,0.85557,0.71184,0.81804,0.64005,0.92706,0.90863,1.67108,0.00208,0.00208,0.00208
122,9713.08,0.43449,0.3278,1.01293,0.78678,0.76531,0.81774,0.63937,0.92517,0.90086,1.6699,0.002014,0.002014,0.002014
123,9792.51,0.42053,0.31892,1.00357,0.79264,0.76755,0.81832,0.63922,0.91809,0.88884,1.66237,0.001948,0.001948,0.001948
124,9871.92,0.41965,0.31412,1.00236,0.86231,0.71781,0.81501,0.63767,0.92917,0.90295,1.67698,0.001882,0.001882,0.001882
125,9951.84,0.41973,0.3177,1.00514,0.86209,0.72172,0.8144,0.63773,0.9299,0.92095,1.67701,0.001816,0.001816,0.001816
126,10031.2,0.42062,0.31371,1.00276,0.83362,0.7358,0.81579,0.63747,0.92527,0.92525,1.67073,0.00175,0.00175,0.00175
127,10110.6,0.41385,0.30742,1.00131,0.81113,0.75248,0.81288,0.63651,0.93053,0.93061,1.67437,0.001684,0.001684,0.001684
128,10189.9,0.41376,0.3069,1.0013,0.81374,0.75345,0.81422,0.63623,0.93234,0.94178,1.66662,0.001618,0.001618,0.001618
129,10269.3,0.41001,0.30797,0.99509,0.81303,0.75361,0.81504,0.63527,0.93535,0.93131,1.66848,0.001552,0.001552,0.001552
130,10348.6,0.40426,0.30077,0.99379,0.81306,0.74439,0.81749,0.63724,0.93765,0.93542,1.67501,0.001486,0.001486,0.001486
131,10428,0.39754,0.29506,0.99229,0.79865,0.76166,0.81673,0.63577,0.94366,0.94073,1.68489,0.00142,0.00142,0.00142
132,10507.4,0.40194,0.29949,0.99416,0.79887,0.75851,0.81904,0.63748,0.93948,0.93271,1.68225,0.001354,0.001354,0.001354
133,10586.7,0.39638,0.28844,0.9893,0.83836,0.73674,0.82134,0.64116,0.93136,0.92806,1.67687,0.001288,0.001288,0.001288
134,10666.3,0.39778,0.29319,0.99449,0.83759,0.74057,0.82426,0.64319,0.92995,0.92497,1.67458,0.001222,0.001222,0.001222
135,10746.3,0.39101,0.28822,0.98853,0.83997,0.7393,0.82601,0.64653,0.92895,0.9189,1.6753,0.001156,0.001156,0.001156
136,10825.7,0.3927,0.28426,0.98522,0.84304,0.73988,0.82498,0.64643,0.92656,0.92282,1.67592,0.00109,0.00109,0.00109
137,10905.1,0.38614,0.27934,0.98566,0.83173,0.7415,0.82632,0.64887,0.92538,0.929,1.67741,0.001024,0.001024,0.001024
138,10984.5,0.38241,0.27898,0.98509,0.81917,0.7482,0.82801,0.64897,0.92388,0.92991,1.67208,0.000958,0.000958,0.000958
139,11063.9,0.38366,0.27533,0.98165,0.81844,0.74808,0.82773,0.64812,0.92759,0.9319,1.67558,0.000892,0.000892,0.000892
140,11143.3,0.37311,0.2737,0.9803,0.80275,0.75343,0.82684,0.64818,0.92717,0.93354,1.67298,0.000826,0.000826,0.000826
141,11223.3,0.28831,0.15845,0.93168,0.80602,0.74872,0.82186,0.6461,0.92346,0.93367,1.66894,0.00076,0.00076,0.00076
142,11302.7,0.27571,0.15359,0.9221,0.78898,0.76426,0.81616,0.64241,0.92105,0.93344,1.66693,0.000694,0.000694,0.000694
143,11382.1,0.27351,0.14791,0.91634,0.78849,0.75821,0.81701,0.64319,0.92171,0.93919,1.66786,0.000628,0.000628,0.000628
144,11461.5,0.26941,0.14667,0.91743,0.78171,0.75341,0.81748,0.64334,0.92118,0.95366,1.66902,0.000562,0.000562,0.000562
145,11540.8,0.26716,0.14471,0.91828,0.77961,0.75934,0.81597,0.64344,0.92049,0.96167,1.6689,0.000496,0.000496,0.000496
146,11620.1,0.26197,0.14096,0.91598,0.78054,0.75507,0.8148,0.64189,0.92113,0.96663,1.67071,0.00043,0.00043,0.00043
147,11699.4,0.26356,0.14161,0.91816,0.78474,0.7554,0.81524,0.64169,0.92146,0.96883,1.67301,0.000364,0.000364,0.000364
148,11778.7,0.259,0.13933,0.90993,0.78271,0.75981,0.81476,0.6415,0.91981,0.97245,1.6735,0.000298,0.000298,0.000298
149,11858,0.25624,0.13954,0.91175,0.78164,0.75795,0.81425,0.64072,0.91844,0.97445,1.67516,0.000232,0.000232,0.000232
150,11937.3,0.25623,0.137,0.90694,0.78006,0.76095,0.81481,0.64127,0.91216,0.9703,1.66407,0.000166,0.000166,0.000166
