epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,92.2986,2.03265,5.35301,3.16711,0.50684,0.52452,0.55337,0.37028,2.24625,2.73249,3.50621,0.00332323,0.00332323,0.00332323
2,182.621,2.12538,3.11107,3.03613,0.51599,0.49403,0.47323,0.29961,2.46186,2.94244,3.65637,0.00661263,0.00661263,0.00661263
3,271.449,2.34006,3.36595,3.18644,0.29954,0.34866,0.2763,0.15728,2.98132,4.29647,4.6093,0.00985803,0.00985803,0.00985803
4,359.982,2.48676,3.59107,3.27587,0.35747,0.45038,0.38821,0.23094,2.66879,3.45105,4.02794,0.009802,0.009802,0.009802
5,448.46,2.38037,3.33803,3.16713,0.45696,0.56258,0.47957,0.31763,2.39439,3.07476,3.73679,0.009736,0.009736,0.009736
6,536.86,2.29322,3.23721,3.09181,0.47269,0.5978,0.53562,0.3655,2.20053,2.50571,3.40956,0.00967,0.00967,0.00967
7,625.365,2.21805,3.00954,3.03122,0.55142,0.55207,0.57016,0.39317,2.18141,2.37772,3.34589,0.009604,0.009604,0.009604
8,713.885,2.18184,2.85107,2.98938,0.49231,0.6475,0.59987,0.42468,2.1595,2.23041,3.30814,0.009538,0.009538,0.009538
9,802.521,2.11486,2.7634,2.92522,0.52717,0.61237,0.58103,0.40848,2.13424,2.36506,3.3595,0.009472,0.009472,0.009472
10,890.965,2.07593,2.63455,2.89691,0.55406,0.60956,0.60908,0.43503,2.06394,2.08331,3.19059,0.009406,0.009406,0.009406
11,979.618,2.02185,2.55144,2.82546,0.6306,0.70727,0.73009,0.52321,1.97749,1.93784,3.13923,0.00934,0.00934,0.00934
12,1068.12,2.01442,2.44856,2.825,0.60622,0.61076,0.63046,0.45109,2.04926,2.17809,3.20743,0.009274,0.009274,0.009274
13,1156.57,1.98279,2.38901,2.80947,0.56464,0.74356,0.69261,0.503,1.94142,1.89474,3.0636,0.009208,0.009208,0.009208
14,1245.06,1.93421,2.29346,2.75328,0.65349,0.60096,0.67033,0.4801,2.0157,2.13064,3.14063,0.009142,0.009142,0.009142
15,1333.55,1.88425,2.22246,2.71771,0.69752,0.65309,0.70714,0.51984,1.99999,1.93305,3.12637,0.009076,0.009076,0.009076
16,1421.95,1.88703,2.15448,2.71676,0.69013,0.64803,0.68277,0.50051,1.93365,2.00982,3.06318,0.00901,0.00901,0.00901
17,1510.38,1.86172,2.14315,2.70266,0.64041,0.68348,0.71784,0.52088,1.98189,2.0482,3.05326,0.008944,0.008944,0.008944
18,1598.75,1.84396,2.08587,2.68639,0.65029,0.69882,0.71651,0.53865,1.9352,1.95163,3.0509,0.008878,0.008878,0.008878
19,1687.27,1.82368,2.009,2.66737,0.73041,0.67672,0.73743,0.54532,1.94924,1.90295,3.08514,0.008812,0.008812,0.008812
20,1775.79,1.80096,1.98279,2.64882,0.70196,0.62913,0.71855,0.53375,1.93711,1.93301,3.07329,0.008746,0.008746,0.008746
21,1864.27,1.75687,1.90752,2.61433,0.64837,0.72711,0.74877,0.55996,1.85178,1.75427,2.95022,0.00868,0.00868,0.00868
22,1952.72,1.74011,1.87724,2.6023,0.74404,0.65932,0.73231,0.54403,1.87076,1.89174,3.0414,0.008614,0.008614,0.008614
23,2041.13,1.73346,1.84845,2.59849,0.72707,0.70636,0.77968,0.5861,1.87408,1.64522,2.99414,0.008548,0.008548,0.008548
24,2129.67,1.71744,1.80263,2.57959,0.7471,0.71687,0.77182,0.58406,1.8514,1.75352,3.02726,0.008482,0.008482,0.008482
25,2218.14,1.66215,1.7502,2.54625,0.7486,0.71936,0.77721,0.5875,1.85635,1.67137,3.0114,0.008416,0.008416,0.008416
