epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,3087.01,0.61308,0.51871,1.10862,0.83241,0.74877,0.82455,0.64456,0.89246,0.86465,1.48487,0.005644,0.005644,0.005644
68,3133.08,0.61301,0.51236,1.10602,0.84957,0.7554,0.83121,0.64643,0.88718,0.86582,1.50169,0.005578,0.005578,0.005578
69,3179,0.60438,0.50604,1.10563,0.81086,0.77515,0.83135,0.64407,0.88854,0.86016,1.48828,0.005512,0.005512,0.005512
70,3224.95,0.61042,0.49873,1.10532,0.81318,0.75247,0.81983,0.64507,0.87646,0.90058,1.46831,0.005446,0.005446,0.005446
71,3270.91,0.5977,0.50806,1.10386,0.78311,0.79153,0.84285,0.66213,0.88875,0.82852,1.48622,0.00538,0.00538,0.00538
72,3316.85,0.59806,0.49442,1.09918,0.83414,0.76091,0.84038,0.66176,0.90118,0.85177,1.51546,0.005314,0.005314,0.005314
73,3362.8,0.59674,0.49405,1.09873,0.84264,0.72582,0.81147,0.63595,0.90342,0.93011,1.5192,0.005248,0.005248,0.005248
74,3408.61,0.59763,0.47931,1.09794,0.85575,0.73872,0.8206,0.64359,0.90592,0.89031,1.52153,0.005182,0.005182,0.005182
75,3454.52,0.59511,0.49129,1.09496,0.87003,0.71456,0.82779,0.64638,0.90232,0.88938,1.51604,0.005116,0.005116,0.005116
76,3500.31,0.58825,0.48168,1.09242,0.86382,0.7468,0.82481,0.64436,0.9005,0.90207,1.50901,0.00505,0.00505,0.00505
77,3546.26,0.57456,0.47119,1.08516,0.82963,0.72563,0.82529,0.64589,0.89301,0.89533,1.5036,0.004984,0.004984,0.004984
78,3592.15,0.5759,0.46596,1.08931,0.84898,0.74673,0.8424,0.65831,0.90394,0.83836,1.52862,0.004918,0.004918,0.004918
79,3638.04,0.57725,0.47189,1.08506,0.81625,0.76385,0.83502,0.65529,0.89949,0.83726,1.5148,0.004852,0.004852,0.004852
80,3683.99,0.57137,0.46501,1.08571,0.88883,0.7212,0.82367,0.649,0.92255,0.86442,1.56038,0.004786,0.004786,0.004786
81,3730,0.57025,0.46265,1.07939,0.84574,0.73298,0.82675,0.64865,0.91006,0.85964,1.54269,0.00472,0.00472,0.00472
82,3776,0.56645,0.46277,1.08155,0.85109,0.7274,0.82262,0.64429,0.91172,0.89866,1.5518,0.004654,0.004654,0.004654
83,3822.03,0.56804,0.45554,1.07984,0.86226,0.75306,0.83081,0.65218,0.89948,0.88457,1.53818,0.004588,0.004588,0.004588
84,3867.85,0.55866,0.4425,1.07492,0.84212,0.74353,0.83383,0.65449,0.90492,0.87805,1.54045,0.004522,0.004522,0.004522
85,3913.91,0.55791,0.4488,1.07572,0.86088,0.71706,0.82143,0.6495,0.91605,0.91899,1.55686,0.004456,0.004456,0.004456
86,3959.89,0.54907,0.44097,1.06912,0.83125,0.72125,0.81461,0.64527,0.89668,0.93524,1.54186,0.00439,0.00439,0.00439
87,4005.86,0.5554,0.44165,1.07079,0.77408,0.7776,0.81047,0.63319,0.90819,0.92259,1.55596,0.004324,0.004324,0.004324
88,4051.8,0.55098,0.43525,1.06967,0.76819,0.79455,0.82097,0.64139,0.90535,0.90689,1.55454,0.004258,0.004258,0.004258
89,4097.78,0.54837,0.43322,1.07097,0.76512,0.78813,0.82872,0.64754,0.91078,0.8991,1.57149,0.004192,0.004192,0.004192
90,4143.82,0.54289,0.42771,1.06703,0.77252,0.77407,0.82012,0.63721,0.92022,0.93902,1.60046,0.004126,0.004126,0.004126
91,4189.86,0.54014,0.41852,1.0621,0.87287,0.71329,0.82137,0.64355,0.91346,0.8978,1.58452,0.00406,0.00406,0.00406
92,4235.82,0.53532,0.41672,1.06095,0.8117,0.75715,0.8199,0.64422,0.89906,0.90131,1.55029,0.003994,0.003994,0.003994
93,4281.83,0.53015,0.40595,1.05663,0.8783,0.71264,0.82559,0.64629,0.90255,0.90732,1.56201,0.003928,0.003928,0.003928
94,4327.77,0.52898,0.41951,1.05679,0.87729,0.71258,0.82288,0.64395,0.90639,0.91186,1.57907,0.003862,0.003862,0.003862
95,4373.6,0.52182,0.4118,1.05474,0.84554,0.74048,0.81985,0.64282,0.91284,0.92626,1.58715,0.003796,0.003796,0.003796
96,4419.4,0.52695,0.41174,1.05725,0.8164,0.75708,0.82356,0.64773,0.91133,0.93329,1.58969,0.00373,0.00373,0.00373
97,4465.5,0.52274,0.40626,1.05711,0.85431,0.73086,0.82878,0.64813,0.90882,0.89269,1.5764,0.003664,0.003664,0.003664
98,4511.51,0.51558,0.39127,1.04733,0.8059,0.78212,0.82832,0.64721,0.91773,0.90917,1.5931,0.003598,0.003598,0.003598
99,4557.51,0.51376,0.39813,1.05336,0.85996,0.75331,0.83421,0.6501,0.92236,0.90034,1.59718,0.003532,0.003532,0.003532
100,4603.54,0.5111,0.39311,1.04499,0.86209,0.75405,0.8238,0.64626,0.90524,0.92671,1.58558,0.003466,0.003466,0.003466
101,4649.48,0.51241,0.39059,1.0477,0.85175,0.7477,0.82114,0.64236,0.92005,0.92876,1.60252,0.0034,0.0034,0.0034
102,4695.44,0.4994,0.38512,1.04019,0.85075,0.73795,0.8209,0.64329,0.92304,0.91706,1.61333,0.003334,0.003334,0.003334
103,4741.52,0.50701,0.38935,1.0436,0.87747,0.70475,0.81026,0.63431,0.92455,0.97113,1.59304,0.003268,0.003268,0.003268
104,4787.4,0.48902,0.37006,1.03239,0.8606,0.72854,0.82425,0.64671,0.90552,0.94503,1.56094,0.003202,0.003202,0.003202
105,4833.25,0.49724,0.37593,1.0392,0.85465,0.72678,0.82134,0.64732,0.9081,0.93764,1.58985,0.003136,0.003136,0.003136
106,4879.02,0.50003,0.38707,1.04555,0.82947,0.73316,0.81632,0.64308,0.90512,0.93957,1.58107,0.00307,0.00307,0.00307
107,4924.96,0.49026,0.37137,1.03829,0.85093,0.70791,0.82424,0.6454,0.90962,0.9352,1.58405,0.003004,0.003004,0.003004
108,4970.91,0.49115,0.36475,1.03886,0.83216,0.72626,0.82514,0.64768,0.89869,0.93284,1.56246,0.002938,0.002938,0.002938
109,5016.91,0.49006,0.37249,1.03549,0.85887,0.7208,0.83157,0.65004,0.89714,0.93882,1.56725,0.002872,0.002872,0.002872
110,5062.87,0.47976,0.36846,1.03465,0.79643,0.77245,0.83292,0.6532,0.90149,0.91348,1.57434,0.002806,0.002806,0.002806
111,5108.78,0.4793,0.35909,1.03012,0.79467,0.77446,0.83516,0.65219,0.9117,0.90758,1.58833,0.00274,0.00274,0.00274
112,5154.61,0.48115,0.3636,1.03275,0.83576,0.76517,0.83519,0.6539,0.90998,0.89843,1.58917,0.002674,0.002674,0.002674
113,5200.5,0.48001,0.36046,1.02879,0.86851,0.74555,0.83427,0.6511,0.91229,0.88513,1.59426,0.002608,0.002608,0.002608
114,5246.47,0.4786,0.35642,1.02554,0.84919,0.75343,0.83571,0.65361,0.90733,0.89668,1.58311,0.002542,0.002542,0.002542
115,5292.41,0.46833,0.35041,1.02364,0.8509,0.75422,0.83537,0.65725,0.90752,0.90439,1.59489,0.002476,0.002476,0.002476
116,5338.44,0.46549,0.34761,1.02502,0.8143,0.78036,0.83642,0.65799,0.90676,0.91198,1.58881,0.00241,0.00241,0.00241
117,5384.35,0.46772,0.35184,1.02697,0.80154,0.7968,0.84065,0.65871,0.91267,0.9033,1.59624,0.002344,0.002344,0.002344
118,5430.23,0.46367,0.34115,1.02384,0.84272,0.77618,0.84241,0.66041,0.91553,0.89668,1.60581,0.002278,0.002278,0.002278
119,5476.21,0.45793,0.33881,1.018,0.85547,0.7603,0.84202,0.65988,0.92015,0.91824,1.61318,0.002212,0.002212,0.002212
120,5522.13,0.46124,0.33591,1.01705,0.78283,0.79186,0.83754,0.65565,0.93117,0.92442,1.64075,0.002146,0.002146,0.002146
121,5568.09,0.45448,0.33768,1.01668,0.87278,0.74263,0.83944,0.66049,0.91904,0.91672,1.63215,0.00208,0.00208,0.00208
