epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,4585.76,0.47744,0.37373,1.03295,0.84289,0.75624,0.82106,0.63385,0.92143,0.86567,1.61116,0.00307,0.00307,0.00307
107,4628.99,0.46802,0.35776,1.02557,0.86327,0.72792,0.82061,0.63719,0.92409,0.87469,1.61769,0.003004,0.003004,0.003004
108,4672.19,0.46586,0.35609,1.02419,0.8407,0.74325,0.81353,0.63203,0.91818,0.89769,1.61199,0.002938,0.002938,0.002938
109,4715.45,0.46308,0.35386,1.02152,0.81573,0.77593,0.81375,0.63062,0.90729,0.89667,1.60388,0.002872,0.002872,0.002872
110,4758.7,0.45909,0.35241,1.02356,0.78651,0.78683,0.81171,0.6306,0.91304,0.88059,1.60935,0.002806,0.002806,0.002806
111,4802.05,0.45546,0.33823,1.01831,0.80386,0.78517,0.80789,0.62559,0.92498,0.88866,1.63019,0.00274,0.00274,0.00274
112,4845.31,0.45382,0.3465,1.01857,0.78264,0.79199,0.82165,0.63684,0.93739,0.88128,1.64587,0.002674,0.002674,0.002674
113,4888.45,0.45126,0.34604,1.01545,0.77368,0.79257,0.81785,0.63127,0.93855,0.89152,1.64758,0.002608,0.002608,0.002608
114,4931.53,0.45124,0.34222,1.01369,0.84871,0.73768,0.813,0.62981,0.93962,0.90017,1.64621,0.002542,0.002542,0.002542
115,4974.81,0.44428,0.33361,1.01085,0.79199,0.7845,0.8129,0.63339,0.93483,0.89895,1.64411,0.002476,0.002476,0.002476
116,5018.14,0.4447,0.3383,1.01363,0.79923,0.77735,0.80747,0.63011,0.93754,0.91415,1.64944,0.00241,0.00241,0.00241
117,5061.35,0.44418,0.33798,1.01291,0.83097,0.75671,0.81309,0.63306,0.92613,0.89432,1.63993,0.002344,0.002344,0.002344
118,5104.57,0.44318,0.32973,1.01238,0.82547,0.76713,0.8173,0.63917,0.92682,0.91341,1.64213,0.002278,0.002278,0.002278
119,5147.74,0.43694,0.32706,1.00845,0.81914,0.78723,0.82144,0.6394,0.92988,0.91704,1.63974,0.002212,0.002212,0.002212
120,5190.95,0.43852,0.32246,1.00538,0.83635,0.78067,0.82642,0.64488,0.92749,0.89407,1.64123,0.002146,0.002146,0.002146
121,5234.03,0.4325,0.32989,1.00445,0.82507,0.79148,0.83008,0.64857,0.92141,0.86945,1.6371,0.00208,0.00208,0.00208
122,5277.12,0.43571,0.32677,1.00902,0.84527,0.75657,0.83086,0.64527,0.92346,0.8855,1.63872,0.002014,0.002014,0.002014
123,5320.24,0.424,0.31259,1.00215,0.8534,0.75686,0.8307,0.64469,0.92325,0.87257,1.63819,0.001948,0.001948,0.001948
124,5363.41,0.42411,0.31719,1.0001,0.8469,0.76868,0.82995,0.64495,0.92821,0.87148,1.64525,0.001882,0.001882,0.001882
125,5406.5,0.42221,0.31342,1.00143,0.86275,0.75726,0.83248,0.64692,0.91932,0.86921,1.63224,0.001816,0.001816,0.001816
126,5449.68,0.42708,0.31352,1.004,0.81689,0.79636,0.83112,0.64551,0.92132,0.86274,1.63307,0.00175,0.00175,0.00175
127,5492.93,0.42115,0.31176,1.00116,0.79977,0.80353,0.82902,0.64199,0.91821,0.86215,1.62657,0.001684,0.001684,0.001684
128,5536.08,0.41617,0.3086,1.00053,0.83748,0.77492,0.82777,0.63949,0.91549,0.86931,1.62333,0.001618,0.001618,0.001618
129,5579.38,0.41151,0.3039,0.9925,0.81689,0.7869,0.82614,0.63803,0.91907,0.87152,1.63494,0.001552,0.001552,0.001552
130,5622.53,0.41336,0.30307,0.99534,0.80248,0.79861,0.82404,0.63555,0.92454,0.88497,1.64682,0.001486,0.001486,0.001486
131,5665.8,0.40592,0.29939,0.99353,0.79587,0.78866,0.81923,0.63206,0.92616,0.88832,1.65023,0.00142,0.00142,0.00142
132,5709.02,0.41408,0.29988,0.99822,0.82018,0.78057,0.81762,0.63128,0.92133,0.88231,1.64553,0.001354,0.001354,0.001354
133,5752.29,0.40136,0.29102,0.98872,0.84541,0.75956,0.81558,0.62839,0.92443,0.88033,1.64743,0.001288,0.001288,0.001288
134,5795.51,0.40454,0.293,0.9943,0.80581,0.7896,0.81448,0.62557,0.92575,0.88014,1.65119,0.001222,0.001222,0.001222
135,5838.68,0.39729,0.2906,0.98765,0.81164,0.78828,0.81134,0.62468,0.92744,0.88183,1.65479,0.001156,0.001156,0.001156
136,5881.84,0.40159,0.28814,0.9869,0.83633,0.777,0.80976,0.62128,0.92551,0.88606,1.64735,0.00109,0.00109,0.00109
137,5924.93,0.39652,0.28692,0.98791,0.83436,0.78126,0.81176,0.62602,0.92543,0.89171,1.65176,0.001024,0.001024,0.001024
138,5968.18,0.39491,0.28544,0.98911,0.83578,0.78596,0.81147,0.62587,0.92032,0.88987,1.64507,0.000958,0.000958,0.000958
139,6011.37,0.39523,0.27954,0.98526,0.84534,0.77895,0.81059,0.62372,0.92142,0.89592,1.64794,0.000892,0.000892,0.000892
140,6054.58,0.38346,0.28046,0.98352,0.83295,0.78372,0.80954,0.62302,0.91849,0.8975,1.64826,0.000826,0.000826,0.000826
141,6098.69,0.30236,0.17839,0.94335,0.82749,0.78964,0.81012,0.62464,0.91265,0.89674,1.63987,0.00076,0.00076,0.00076
142,6141.94,0.29465,0.17133,0.93576,0.82193,0.78866,0.80937,0.62318,0.91245,0.90781,1.63529,0.000694,0.000694,0.000694
143,6185.3,0.29181,0.16814,0.93166,0.83528,0.77392,0.80928,0.62459,0.91152,0.9144,1.63595,0.000628,0.000628,0.000628
144,6228.64,0.2862,0.16777,0.9297,0.83588,0.7689,0.80924,0.62536,0.91258,0.90956,1.63634,0.000562,0.000562,0.000562
145,6271.86,0.28139,0.16272,0.92993,0.83668,0.76846,0.80937,0.62728,0.91252,0.91064,1.63655,0.000496,0.000496,0.000496
146,6315.01,0.27998,0.16195,0.92968,0.83549,0.76945,0.80886,0.627,0.91103,0.91103,1.63643,0.00043,0.00043,0.00043
147,6358.24,0.27775,0.16008,0.9292,0.83589,0.76945,0.80954,0.62638,0.91034,0.90924,1.63846,0.000364,0.000364,0.000364
148,6401.28,0.27485,0.15765,0.92208,0.83495,0.7673,0.80901,0.62466,0.908,0.91042,1.63906,0.000298,0.000298,0.000298
149,6444.54,0.27139,0.15682,0.92194,0.83229,0.76754,0.80947,0.62602,0.90558,0.90954,1.63822,0.000232,0.000232,0.000232
150,6487.98,0.27417,0.15647,0.92054,0.82722,0.77095,0.81057,0.6273,0.90413,0.91047,1.63794,0.000166,0.000166,0.000166
